timestamp,ax,ay,az,gx,gy,gz,label
1776188245.222029,0.96875,0.0107421875,-0.201416015625,-0.816793893129771,2.6412213740458017,0.6412213740458015,0
1776188245.2293887,0.985595703125,0.007080078125,-0.19384765625,-0.31297709923664124,2.4122137404580153,0.5725190839694656,0
1776188245.2366295,0.97998046875,0.0068359375,-0.197265625,-0.5648854961832062,2.6717557251908395,0.7938931297709924,0
1776188245.243865,0.980712890625,0.009521484375,-0.193359375,-0.6946564885496184,2.5267175572519083,0.6335877862595419,0
1776188245.2510972,0.982177734375,0.006103515625,-0.201904296875,-0.48854961832061067,2.648854961832061,0.6335877862595419,0
1776188245.2583284,0.9775390625,0.007080078125,-0.194091796875,-0.5343511450381679,2.66412213740458,0.7099236641221374,0
1776188245.265559,0.982177734375,0.00927734375,-0.1953125,-0.7022900763358778,2.717557251908397,0.6335877862595419,0
1776188245.2727892,0.979736328125,0.0068359375,-0.1962890625,-0.916030534351145,2.6793893129770994,0.8702290076335878,0
1776188245.2800167,0.981689453125,0.005859375,-0.19921875,-0.816793893129771,2.83206106870229,0.7480916030534351,0
1776188245.287246,0.984375,0.0078125,-0.189453125,-0.5725190839694656,2.5343511450381677,0.732824427480916,0
1776188245.294475,0.98291015625,0.00439453125,-0.19140625,-0.5725190839694656,2.8625954198473282,0.6412213740458015,0
1776188245.3017142,0.983154296875,0.00830078125,-0.1982421875,-0.46564885496183206,2.427480916030534,0.549618320610687,0
1776188245.3089423,0.985107421875,0.0078125,-0.193359375,-0.4122137404580153,2.8244274809160306,0.6793893129770993,0
1776188245.3161702,0.9833984375,0.006591796875,-0.1943359375,-0.3969465648854962,2.50381679389313,0.6259541984732825,0
1776188245.3233986,0.9833984375,0.007568359375,-0.190185546875,-0.4198473282442748,2.6793893129770994,0.6870229007633588,0
1776188245.3306267,0.980224609375,0.00732421875,-0.194580078125,-0.4122137404580153,2.549618320610687,0.816793893129771,0
1776188245.3378553,0.982421875,0.009033203125,-0.195556640625,-0.6946564885496184,2.7099236641221376,0.6030534351145038,0
1776188245.3451018,0.978271484375,0.007080078125,-0.197265625,-0.8015267175572519,2.6412213740458017,0.8320610687022901,0
1776188245.3523307,0.982666015625,0.009765625,-0.191650390625,-0.6793893129770993,2.6106870229007635,0.7709923664122137,0
1776188245.3595638,0.978515625,0.0087890625,-0.19580078125,-0.7099236641221374,2.6106870229007635,0.5725190839694656,0
1776188245.3667943,0.984130859375,0.003173828125,-0.1962890625,-0.5267175572519084,2.6717557251908395,0.7480916030534351,0
1776188245.3740242,0.983154296875,0.0087890625,-0.194091796875,-0.8091603053435115,2.717557251908397,0.6183206106870229,0
1776188245.381252,0.983154296875,0.005126953125,-0.197265625,-0.8244274809160306,2.7786259541984735,0.7404580152671756,0
1776188245.38848,0.980224609375,0.00390625,-0.195068359375,-0.5801526717557252,2.786259541984733,0.48854961832061067,0
1776188245.3957076,0.98193359375,0.006591796875,-0.2001953125,-0.6030534351145038,2.519083969465649,0.6793893129770993,0
1776188245.4029377,0.981201171875,0.0068359375,-0.191650390625,-0.6717557251908397,2.564885496183206,0.4351145038167939,0
1776188245.4101653,0.9833984375,0.0068359375,-0.197509765625,-0.44274809160305345,2.717557251908397,0.6717557251908397,0
1776188245.417394,0.98291015625,0.005615234375,-0.193603515625,-0.4732824427480916,2.8091603053435112,0.7480916030534351,0
1776188245.4246123,0.98193359375,0.008544921875,-0.1943359375,-0.5114503816793893,2.6946564885496183,0.4961832061068702,0
1776188245.4318414,0.978759765625,0.005126953125,-0.201904296875,-0.916030534351145,2.549618320610687,0.5648854961832062,0
1776188245.4390647,0.969970703125,0.005615234375,-0.19873046875,-0.6717557251908397,2.9236641221374047,0.8091603053435115,0
1776188245.446292,0.982177734375,0.008544921875,-0.19775390625,-0.3816793893129771,2.5801526717557253,0.6870229007633588,0
1776188245.453518,0.98291015625,0.004150390625,-0.192138671875,-0.8015267175572519,2.687022900763359,0.6412213740458015,0
1776188245.4607453,0.983642578125,0.007568359375,-0.197265625,-0.6793893129770993,2.7099236641221376,0.5954198473282443,0
1776188245.4679742,0.98291015625,0.01025390625,-0.192138671875,-0.6412213740458015,2.6717557251908395,0.7862595419847328,0
1776188245.475203,0.96875,0.0078125,-0.197021484375,-0.8854961832061069,2.5877862595419847,0.6259541984732825,0
1776188245.4824386,0.97900390625,0.00634765625,-0.193359375,-0.5801526717557252,2.9083969465648853,0.6641221374045801,0
1776188245.4896674,0.978271484375,0.0078125,-0.19873046875,-0.5267175572519084,2.7251908396946565,0.7709923664122137,0
1776188245.4968941,0.9814453125,0.005126953125,-0.1904296875,-0.5801526717557252,2.6412213740458017,0.6641221374045801,0
1776188245.5041208,0.97998046875,0.005859375,-0.19921875,-0.5954198473282443,2.7938931297709924,0.5114503816793893,0
1776188245.5113478,0.98046875,0.00732421875,-0.19287109375,-0.44274809160305345,2.6259541984732824,0.816793893129771,0
1776188245.5185764,0.985107421875,0.005859375,-0.196533203125,-0.5877862595419847,2.564885496183206,0.6793893129770993,0
1776188245.5258057,0.976806640625,0.005615234375,-0.197021484375,-0.7862595419847328,2.519083969465649,0.46564885496183206,0
1776188245.533035,0.98193359375,0.007080078125,-0.197998046875,-0.6183206106870229,2.595419847328244,0.8015267175572519,0
1776188245.5402637,0.97998046875,0.008056640625,-0.199951171875,-0.6259541984732825,2.6717557251908395,0.7557251908396947,0
1776188245.547492,0.98291015625,0.01123046875,-0.19677734375,-0.7099236641221374,2.854961832061069,0.7557251908396947,0
1776188245.5547209,0.98291015625,0.006103515625,-0.193115234375,-0.7251908396946565,2.6717557251908395,0.6335877862595419,0
